,G,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,GmSc,"""+/-""",Win,Winby,minutes,age_y
641,642,12,20,0.6,3,5,0.6,6,7,0.857,1,6,9,0,0,2,4,33,28.6,0,1,13,39.4333333,25.93972603
642,643,10,18,0.556,3,4,0.75,2,3,0.667,0,7,9,1,1,4,1,25,21.7,22,1,22,30.7166667,25.94520548
643,644,10,19,0.526,2,3,0.667,3,5,0.6,1,9,3,2,0,3,1,25,19,15,1,21,35.1833333,25.94794521
644,645,6,16,0.375,0,3,0,8,10,0.8,1,3,7,0,0,5,2,20,11.1,11,1,12,40.3,25.95342466
645,646,5,15,0.333,0,4,0,11,18,0.611,2,11,5,1,0,4,1,21,14.5,0,1,6,38.5166667,25.95890411
646,647,14,23,0.609,3,6,0.5,1,3,0.333,1,10,10,1,0,5,1,32,27,31,1,22,38.2166667,25.96438356
647,648,9,19,0.474,3,7,0.429,11,12,0.917,1,6,6,1,0,4,3,32,24.4,6,1,1,40.5166667,25.96712329
648,649,6,17,0.353,2,4,0.5,5,7,0.714,3,7,7,0,0,5,4,19,11.2,-20,0,-2,36.0833333,25.97260274
649,650,13,22,0.591,2,5,0.4,8,8,1,1,5,4,3,0,5,5,36,26.8,4,1,12,37.3833333,25.98082192
650,651,8,14,0.571,5,6,0.833,6,6,1,1,10,10,4,0,1,2,27,33.3,15,1,16,38.1833333,25.98630137
651,652,8,17,0.471,1,2,0.5,1,3,0.333,0,10,8,0,0,3,3,18,12.9,17,1,8,40.4166667,25.99452055
652,653,8,15,0.533,0,4,0,4,4,1,0,6,9,1,0,3,3,20,17.6,16,1,6,39.15,25.99726027
653,654,7,15,0.467,0,3,0,11,17,0.647,2,5,10,1,1,3,1,25,23.1,6,1,7,41.5166667,26.00547945
654,655,15,26,0.577,2,4,0.5,6,6,1,0,9,5,1,0,3,3,38,28.8,20,1,14,36.5666667,26.0109589
655,656,8,15,0.533,0,0,,9,11,0.818,1,5,9,0,2,2,2,25,24,10,1,12,36.5833333,26.01369863
656,657,8,23,0.348,1,4,0.25,9,11,0.818,1,9,5,6,1,5,2,26,20.1,7,1,6,45.2666667,26.02191781
657,658,17,26,0.654,3,5,0.6,7,10,0.7,3,10,6,2,0,6,4,44,35.1,5,1,7,46.1833333,26.02739726
658,659,11,24,0.458,3,6,0.5,2,5,0.4,2,6,6,0,0,3,1,27,17.4,-3,0,-6,39.7333333,26.03561644
659,660,11,30,0.367,2,10,0.2,10,11,0.909,2,8,7,2,0,6,3,34,20.5,-5,0,-4,44.2833333,26.05205479
660,661,14,29,0.483,1,3,0.333,9,14,0.643,1,10,6,2,1,1,2,38,30.1,13,1,17,38,26.0630137
661,662,7,24,0.292,0,2,0,10,12,0.833,2,9,5,2,2,4,3,24,15,5,0,-5,42.5333333,26.07671233
662,663,15,25,0.6,2,4,0.5,7,10,0.7,0,8,9,1,2,3,1,39,34,4,1,1,44.3166667,26.07945205
663,664,7,14,0.5,2,5,0.4,7,11,0.636,0,4,13,4,3,4,3,23,25.6,6,1,5,40.2166667,26.08493151
664,665,7,14,0.5,0,0,,10,11,0.909,1,3,8,0,2,2,1,24,22.8,20,1,27,31.3666667,26.08767123
665,666,17,25,0.68,3,5,0.6,14,17,0.824,2,9,8,1,1,3,2,51,46.7,2,1,4,42.65,26.09589041
666,667,7,13,0.538,0,3,0,5,6,0.833,1,7,9,0,0,3,3,19,17.2,10,1,12,36.65,26.09863014
667,668,6,15,0.4,0,2,0,0,2,0,1,5,4,4,0,6,2,12,5.3,15,1,18,35.6166667,26.10410959
668,669,15,23,0.652,2,5,0.4,9,13,0.692,3,10,8,3,1,4,1,41,39.3,18,1,5,41.7333333,26.10958904
669,670,7,17,0.412,0,2,0,2,3,0.667,0,8,10,4,0,3,0,16,16.9,15,1,14,34.7166667,26.11780822
670,671,10,21,0.476,0,2,0,2,3,0.667,1,6,7,1,0,4,2,22,14.5,1,0,-3,43.4666667,26.12328767
671,672,11,20,0.55,1,3,0.333,4,6,0.667,1,5,5,2,2,5,1,27,20.3,9,1,7,40.9166667,26.12876712
672,673,8,18,0.444,0,2,0,7,10,0.7,3,10,8,0,0,5,1,23,17.7,6,1,8,37.6333333,26.13150685
673,674,14,26,0.538,3,6,0.5,0,3,0,2,6,3,0,0,3,4,31,17.9,18,1,20,30.4,26.14794521
674,675,12,21,0.571,0,4,0,5,6,0.833,0,10,5,2,1,2,1,29,25.5,3,0,-4,41.4333333,26.15342466
675,676,5,11,0.455,0,1,0,15,19,0.789,1,8,7,1,3,1,2,25,27,-4,1,8,42.7666667,26.15616438
676,677,10,20,0.5,1,5,0.2,6,8,0.75,0,7,5,3,1,5,2,27,19.7,-3,0,-5,39.1333333,26.16164384
677,678,11,16,0.688,0,2,0,7,7,1,2,4,4,0,2,2,2,29,26.2,0,0,-3,39.9333333,26.17260274
678,679,11,19,0.579,1,3,0.333,3,7,0.429,3,5,7,1,0,4,2,26,20.2,-16,0,-30,36.1333333,26.17534247
679,680,10,18,0.556,1,2,0.5,5,6,0.833,3,5,6,2,0,2,2,26,24,-4,0,-1,41.8333333,26.18082192
680,681,14,20,0.7,2,4,0.5,1,4,0.25,1,10,8,1,0,4,3,31,26.5,-2,0,-9,45.5333333,26.18630137
681,682,7,17,0.412,0,3,0,5,7,0.714,1,7,9,1,0,1,1,19,17.8,8,1,6,42.2666667,26.19178082
682,683,10,16,0.625,2,4,0.5,5,6,0.833,1,4,5,1,2,3,1,27,23.8,17,1,33,31.9166667,26.19726027
683,684,8,19,0.421,0,1,0,5,5,1,0,6,8,0,2,2,3,21,16.5,22,1,30,41.5166667,26.20273973
684,685,8,21,0.381,0,3,0,3,3,1,0,8,3,1,1,1,0,19,12.7,-6,0,-11,39.5,26.20821918
685,686,16,21,0.762,5,7,0.714,6,7,0.857,0,2,3,0,0,4,2,43,32.2,23,1,21,30.9,26.21369863
686,687,15,25,0.6,1,4,0.25,2,2,1,0,6,2,2,0,5,3,33,20.5,16,1,5,40.6666667,26.21643836
687,688,8,16,0.5,0,3,0,3,4,0.75,3,5,7,0,0,3,3,19,14.9,6,1,6,42.0833333,26.22739726
688,689,11,17,0.647,1,4,0.25,9,9,1,2,8,2,3,1,4,3,32,28.2,17,1,12,41.0166667,26.23287671
689,690,13,21,0.619,0,1,0,7,9,0.778,1,9,7,0,0,2,1,33,28.6,5,1,6,40.45,26.23835616
690,691,10,21,0.476,1,5,0.2,6,10,0.6,0,10,12,0,0,3,3,27,21.9,-9,0,-12,43.2833333,26.24383562
691,692,12,16,0.75,1,3,0.333,10,13,0.769,1,7,8,5,0,5,3,35,34.6,20,1,16,43.8166667,26.24657534
692,693,11,20,0.55,0,1,0,5,7,0.714,2,4,10,3,1,3,2,27,26.1,15,1,19,42.8833333,26.25205479
693,694,13,18,0.722,0,2,0,5,8,0.625,2,9,7,3,0,7,2,31,26.6,13,1,14,38.9166667,26.25753425
694,695,10,22,0.455,3,7,0.429,6,8,0.75,1,1,8,2,2,4,2,29,22,-10,0,-5,39.4166667,26.26575342
695,696,9,16,0.563,0,1,0,5,6,0.833,1,6,9,2,1,1,2,23,24.7,12,1,9,37.3833333,26.27123288
696,697,11,19,0.579,0,2,0,5,9,0.556,0,5,7,4,1,4,1,27,23.2,24,1,23,37.1833333,26.27671233
697,698,10,21,0.476,2,4,0.5,12,14,0.857,1,9,7,3,0,7,1,34,26.4,7,1,8,42.65,26.27945205
698,699,4,14,0.286,0,2,0,13,14,0.929,4,10,5,1,3,2,3,21,21.6,4,1,8,42.7166667,26.29315068
699,700,10,19,0.526,1,1,1,8,10,0.8,1,6,6,0,0,0,1,29,25.2,24,1,21,38.9166667,26.29863014
700,701,8,15,0.533,1,4,0.25,7,10,0.7,1,14,6,1,0,1,1,24,24.2,8,1,6,44.2666667,26.30684932
701,702,11,20,0.55,0,4,0,9,11,0.818,2,5,6,1,1,1,2,31,27.6,-4,0,-4,43.55,26.31506849
702,703,5,13,0.385,2,5,0.4,4,5,0.8,3,7,8,1,0,3,2,16,15.5,5,1,6,41.6666667,26.32328767
703,704,8,19,0.421,1,3,0.333,5,9,0.556,1,5,5,2,2,3,2,22,15.6,1,1,9,39.9,26.33424658
704,705,14,25,0.56,2,4,0.5,5,8,0.625,2,5,2,1,1,0,3,35,26.7,10,1,11,44.05,26.33972603
705,706,6,16,0.375,0,3,0,3,7,0.429,2,5,4,2,5,4,3,15,10.6,-21,0,-16,42.8,26.35068493
706,707,12,28,0.429,2,6,0.333,9,9,1,3,11,3,3,0,5,3,35,24.5,7,1,8,50.2833333,26.35616438
707,708,11,20,0.55,5,7,0.714,6,9,0.667,2,5,4,1,1,5,1,33,24.2,14,1,10,45.7166667,26.36164384
708,709,5,15,0.333,1,3,0.333,4,4,1,1,5,6,2,3,4,2,15,12.2,-14,0,-21,41.2,26.37260274
709,710,12,21,0.571,2,6,0.333,3,7,0.429,3,7,5,3,0,5,3,29,22,8,1,10,45.65,26.38082192
710,711,6,13,0.462,1,2,0.5,9,9,1,1,5,10,2,2,0,4,22,26.3,16,1,11,43.9166667,26.39178082
711,712,11,26,0.423,0,1,0,13,13,1,2,4,6,2,2,5,4,35,24.8,-1,1,8,49.3833333,26.39726027
712,713,8,19,0.421,3,6,0.5,9,11,0.818,0,11,6,3,2,4,2,28,24.2,8,1,3,45.7666667,26.40273973
713,714,9,16,0.563,4,5,0.8,2,2,1,0,9,5,1,0,1,4,24,21,9,1,8,45.25,26.41643836
714,715,8,15,0.533,2,7,0.286,2,4,0.5,1,7,4,4,1,5,4,20,15.6,-5,0,-2,39.6166667,26.42191781
715,716,6,14,0.429,1,4,0.25,4,4,1,0,3,9,2,0,4,3,17,13.6,1,1,2,45.25,26.43013699
716,717,3,11,0.273,0,3,0,2,4,0.5,3,6,7,2,0,4,4,8,5.9,-6,0,-3,45.7166667,26.43561644
717,718,8,19,0.421,0,4,0,1,2,0.5,1,9,10,0,1,4,3,17,12.4,-11,0,-9,45.6333333,26.44109589
718,719,9,15,0.6,2,5,0.4,1,4,0.25,1,3,6,1,1,6,2,21,13.6,-24,0,-10,40.35,26.44931507
719,720,11,19,0.579,0,0,,15,19,0.789,3,7,6,2,2,3,3,37,34.1,27,1,11,36.2666667,26.98630137
720,721,9,14,0.643,0,0,,8,9,0.889,1,5,5,2,1,3,3,26,23.6,-7,1,8,36,26.99178082
721,722,13,23,0.565,0,0,,9,9,1,0,6,7,3,2,2,0,35,33.2,5,1,1,38.8166667,26.99452055
722,723,16,26,0.615,0,1,0,2,4,0.5,1,7,10,4,1,4,2,34,31.1,14,1,2,37.2166667,27
723,724,6,10,0.6,0,0,,4,6,0.667,0,9,5,1,0,2,2,16,15,24,1,39,28.0333333,27.00547945
724,725,11,18,0.611,0,0,,6,9,0.667,2,5,6,0,0,4,1,28,21.3,-1,0,-8,38.55,27.00821918
725,726,12,21,0.571,0,0,,9,11,0.818,2,6,13,2,0,2,2,33,33.8,31,1,35,37.6833333,27.01369863
726,727,11,17,0.647,0,1,0,10,12,0.833,0,7,9,2,1,8,2,32,26,7,1,11,37.3833333,27.02191781
727,728,10,19,0.526,0,2,0,6,8,0.75,1,10,7,2,0,5,1,26,21.1,-5,0,-5,42.55,27.03013699
728,729,7,19,0.368,0,1,0,9,17,0.529,2,11,7,2,0,6,5,23,12.9,-9,0,-6,41.8833333,27.03287671
729,730,13,20,0.65,3,5,0.6,6,11,0.545,1,4,6,2,1,4,0,35,29,-16,0,-13,37.1833333,27.03835616
730,731,12,21,0.571,4,6,0.667,5,9,0.556,1,4,10,0,0,4,0,33,26.4,19,1,22,34.8833333,27.04931507
731,732,12,27,0.444,2,3,0.667,5,7,0.714,3,5,8,4,3,3,4,31,26.8,0,1,11,37.2166667,27.05479452
732,733,12,17,0.706,0,0,,4,4,1,0,9,5,4,3,4,1,28,28.8,9,1,21,35.7833333,27.06027397
733,734,8,18,0.444,0,1,0,12,13,0.923,4,9,5,1,0,3,2,28,24.4,-4,0,-9,37.3666667,27.0630137
734,735,8,21,0.381,1,4,0.25,1,4,0.25,1,4,5,2,0,5,1,18,7.3,9,1,7,37.8,27.06849315
735,736,9,20,0.45,1,3,0.333,13,14,0.929,1,5,7,2,0,4,3,32,25.1,6,1,3,41.65,27.07123288
736,737,11,18,0.611,0,2,0,9,10,0.9,1,7,7,0,0,4,2,31,25.3,4,1,10,40.2833333,27.07671233
737,738,12,23,0.522,1,1,1,10,15,0.667,1,10,5,0,1,6,2,35,22.8,3,1,4,40.9666667,27.08219178
738,739,8,12,0.667,1,2,0.5,5,7,0.714,4,7,8,1,0,4,1,22,23.1,29,1,14,29.7333333,27.08493151
739,740,14,24,0.583,4,7,0.571,8,10,0.8,0,8,5,2,0,7,1,40,28.5,-6,0,-8,40.2833333,27.09041096
740,741,8,16,0.5,0,1,0,3,6,0.5,1,11,8,0,2,2,2,19,18,19,1,20,37.2166667,27.09589041
741,742,10,17,0.588,0,1,0,10,12,0.833,0,9,2,1,0,5,1,30,21,11,1,6,38.4833333,27.10136986
742,743,9,16,0.563,0,1,0,6,7,0.857,1,4,6,2,0,6,1,24,17.7,5,1,16,38.6666667,27.10684932
743,744,5,15,0.333,0,2,0,7,10,0.7,0,6,10,3,0,3,0,17,16.1,-1,0,-13,39.25,27.10958904
744,745,6,14,0.429,0,2,0,6,7,0.857,0,2,9,0,2,1,1,18,17.1,14,1,17,33.2833333,27.11506849
745,746,6,15,0.4,1,3,0.333,10,12,0.833,3,10,6,1,0,2,1,23,22,26,1,20,30.4333333,27.12054795
746,747,16,21,0.762,0,0,,3,3,1,3,5,3,1,0,2,3,35,30.2,14,1,18,32.9,27.12328767
747,748,7,15,0.467,2,5,0.4,7,8,0.875,2,7,7,4,0,2,2,23,24.5,27,1,15,33.4,27.1260274
748,749,11,19,0.579,3,5,0.6,3,3,1,2,3,5,1,1,2,2,28,23.8,27,1,24,30.1333333,27.13424658
749,750,9,14,0.643,1,2,0.5,6,7,0.857,1,10,8,2,0,2,2,25,26.9,23,1,12,36.6333333,27.13972603
750,751,7,11,0.636,2,2,1,2,2,1,0,4,8,0,2,3,1,18,17.9,7,1,12,33.2166667,27.14520548
751,752,7,16,0.438,0,0,,6,6,1,1,8,8,5,2,4,3,20,21.5,12,1,14,40.6833333,27.15068493
752,753,13,22,0.591,2,2,1,10,12,0.833,2,9,6,5,1,0,1,38,40.6,8,1,14,41.0333333,27.16986301
753,754,16,24,0.667,1,4,0.25,2,3,0.667,1,9,6,0,3,0,2,35,33.1,7,0,-1,44.4,27.17260274
754,755,12,26,0.462,0,4,0,1,3,0.333,7,6,7,3,2,3,1,25,23.4,-13,0,-10,43.0333333,27.17808219
755,756,9,11,0.818,1,1,1,2,2,1,1,8,6,0,0,5,0,21,19.2,20,1,30,29.6,27.18356164
756,757,12,20,0.6,0,3,0,7,10,0.7,4,7,2,1,2,2,1,31,26.9,7,1,3,41.6666667,27.18630137
757,758,8,19,0.421,2,3,0.667,9,15,0.6,1,7,4,4,1,4,1,27,20.4,3,1,2,47.1,27.19452055
758,759,7,20,0.35,2,4,0.5,3,3,1,3,8,8,1,1,6,0,19,13.6,0,0,-6,42.4166667,27.20273973
759,760,14,25,0.56,2,3,0.667,5,5,1,1,4,4,4,0,2,2,35,29,5,0,-4,39.6333333,27.20547945
760,761,12,20,0.6,0,2,0,5,8,0.625,2,5,8,2,2,1,0,29,29.5,10,1,6,38.25,27.2109589
761,762,4,14,0.286,0,1,0,6,8,0.75,0,12,7,5,0,4,4,14,12.9,13,1,10,38.9666667,27.21643836
762,763,8,18,0.444,0,3,0,4,6,0.667,1,7,6,2,2,3,2,20,16.4,15,1,4,37.9,27.22191781
763,764,6,15,0.4,0,3,0,5,5,1,0,6,10,4,1,5,0,17,17.4,8,1,15,37.4333333,27.23013699
764,765,8,18,0.444,0,3,0,1,1,1,0,3,7,2,0,4,2,17,10.6,-10,0,-16,39.6,27.23561644
765,766,9,21,0.429,2,4,0.5,4,6,0.667,2,7,2,1,0,6,1,24,11.6,-14,0,-15,40.8166667,27.23835616
766,767,8,16,0.5,0,2,0,3,3,1,3,6,5,2,0,3,3,19,16.2,9,1,21,36.2166667,27.24657534
767,768,11,18,0.611,0,2,0,4,6,0.667,1,3,9,1,0,3,0,26,22.9,9,1,12,38.5166667,27.24931507
768,769,11,20,0.55,0,0,,1,2,0.5,2,2,0,0,1,2,1,23,13.3,-30,0,-19,34.6166667,27.25479452
769,770,15,25,0.6,1,2,0.5,10,13,0.769,3,3,4,3,1,4,0,41,33.8,12,1,6,38.0666667,27.26027397
770,771,10,20,0.5,3,7,0.429,11,13,0.846,1,6,10,4,1,2,2,34,34.6,20,1,5,41.5,27.2630137
771,772,8,19,0.421,2,6,0.333,3,4,0.75,2,4,6,2,0,3,0,21,16.3,-6,0,-15,37.6333333,27.26849315
772,773,12,22,0.545,1,3,0.333,1,5,0.2,3,1,2,0,1,1,1,26,16.9,10,1,23,32.25,27.2739726
773,774,11,23,0.478,1,3,0.333,13,14,0.929,5,2,7,1,1,2,3,36,31.4,-6,0,-8,40.85,27.27945205
774,775,11,24,0.458,3,6,0.5,5,7,0.714,1,5,5,1,1,4,1,30,19.8,-1,0,-10,47.3,27.28493151
775,776,7,16,0.438,0,1,0,5,7,0.714,1,8,5,2,1,2,1,19,16.7,18,1,23,28.7333333,27.28767123
776,777,11,24,0.458,1,6,0.167,6,9,0.667,2,8,3,2,0,6,4,29,15.7,18,1,8,40.25,27.29315068
777,778,11,19,0.579,1,2,0.5,14,15,0.933,1,5,7,2,1,4,2,37,32.7,-4,1,3,35.2,27.29589041
778,779,12,15,0.8,1,1,1,3,4,0.75,0,5,4,2,0,5,0,28,23.2,20,1,24,30.2,27.30136986
779,780,8,18,0.444,1,2,0.5,10,12,0.833,0,11,6,0,1,1,3,27,22.8,11,1,11,35.3333333,27.30410959
780,781,11,21,0.524,1,3,0.333,9,10,0.9,1,7,5,1,2,5,1,32,24.6,12,1,9,35.8666667,27.31232877
781,782,10,14,0.714,1,1,1,11,14,0.786,1,3,3,4,0,2,2,32,29.9,35,1,33,31.6833333,27.32876712
782,783,8,18,0.444,0,3,0,3,7,0.429,1,6,9,2,0,2,1,19,16.4,10,1,10,40.5833333,27.33424658
783,784,9,21,0.429,2,5,0.4,12,13,0.923,2,6,5,2,0,8,5,32,19.2,23,1,17,35.8333333,27.34246575
784,785,9,21,0.429,2,5,0.4,7,8,0.875,0,4,4,1,0,5,4,27,13.9,-7,0,-2,41.45,27.35068493
785,786,7,16,0.438,2,6,0.333,13,15,0.867,1,7,7,2,1,4,2,29,25.4,6,1,12,39.6333333,27.35890411
786,787,12,26,0.462,0,3,0,8,10,0.8,6,9,5,2,1,1,1,32,29.5,12,1,9,43.25,27.36986301
787,788,10,22,0.455,0,4,0,8,13,0.615,4,5,5,6,0,2,0,28,26.4,-7,0,-3,42.8166667,27.37534247
788,789,10,22,0.455,1,4,0.25,1,3,0.333,1,6,3,2,0,4,1,22,12,-9,0,-19,40.1,27.38082192
789,790,14,27,0.519,0,0,,12,16,0.75,6,12,9,2,2,5,1,40,37.2,4,1,8,43.9,27.3890411
790,791,12,19,0.632,2,4,0.5,4,4,1,3,7,8,1,1,4,1,30,28.6,28,1,32,38.15,27.39452055
791,792,12,23,0.522,0,3,0,4,5,0.8,1,5,7,3,0,1,1,28,25,16,1,12,44.7666667,27.4
792,793,13,22,0.591,0,3,0,6,9,0.667,1,12,3,1,3,3,2,32,26.3,17,1,14,43.8833333,27.4109589
793,794,7,20,0.35,2,6,0.333,18,24,0.75,4,6,7,1,1,1,2,34,29.8,10,1,4,47.65,27.41643836
794,795,16,26,0.615,1,4,0.25,1,5,0.2,0,8,5,2,2,3,4,34,25.3,-6,0,-10,43.3,27.42191781
795,796,12,25,0.48,1,3,0.333,4,8,0.5,1,5,3,1,1,7,6,29,11.3,1,0,-2,48.1,27.42739726
796,797,11,25,0.44,2,6,0.333,6,8,0.75,3,10,2,2,1,3,1,30,21.9,0,0,-4,45.3333333,27.43287671
797,798,19,26,0.731,2,4,0.5,5,9,0.556,2,13,5,0,0,4,3,45,36.4,22,1,19,44.8166667,27.43835616
798,799,9,21,0.429,1,5,0.2,12,17,0.706,2,10,2,1,1,3,0,31,22.4,13,1,13,47.5333333,27.44383562
799,800,11,24,0.458,1,3,0.333,7,9,0.778,1,8,4,4,0,4,1,30,22.3,-11,0,-11,45.8333333,27.45205479
800,801,10,22,0.455,0,2,0,12,12,1,2,6,5,1,0,2,4,32,24.7,6,1,4,42.3166667,27.45753425
801,802,11,23,0.478,1,4,0.25,6,8,0.75,5,9,3,0,0,4,1,29,20.4,8,1,6,43.8333333,27.46575342
802,803,10,20,0.5,1,4,0.25,5,8,0.625,3,6,12,2,0,3,2,26,25.3,8,1,6,44.35,27.47123288
803,804,9,19,0.474,0,3,0,8,9,0.889,4,7,13,1,2,6,2,26,25.5,20,1,15,44.15,27.47671233
804,805,10,16,0.625,2,4,0.5,4,5,0.8,1,9,3,2,0,0,2,26,25.1,12,1,13,28.8666667,27.83561644
805,806,8,16,0.5,2,3,0.667,5,6,0.833,0,7,5,0,3,5,2,23,16.5,-21,0,-20,36.6833333,27.84383562
806,807,8,17,0.471,0,1,0,4,4,1,1,8,11,0,2,0,2,20,22.7,7,1,3,39.2,27.84657534
807,808,10,17,0.588,2,3,0.667,1,3,0.333,3,8,1,0,0,3,2,23,15.7,25,1,25,30.1833333,27.85205479
808,809,7,12,0.583,2,3,0.667,4,4,1,4,8,8,1,0,2,1,20,23.8,18,1,30,29.9833333,27.85753425
809,810,10,17,0.588,0,2,0,1,3,0.333,2,9,9,1,0,2,2,21,20.9,0,1,6,35.6666667,27.8630137
810,811,10,19,0.526,0,1,0,0,4,0,3,7,6,2,1,2,2,20,17.4,-18,0,-18,35.7166667,27.86849315
811,812,14,26,0.538,5,8,0.625,5,8,0.625,1,9,6,0,0,0,1,38,31.4,8,1,3,39.9166667,27.87123288
812,813,12,23,0.522,0,3,0,6,9,0.667,0,5,7,1,2,4,3,30,21.1,-15,0,-7,41.2166667,27.87671233
813,814,11,23,0.478,0,1,0,5,6,0.833,1,6,12,1,3,4,0,27,24.9,9,1,5,41.95,27.87945205
814,815,8,20,0.4,1,3,0.333,4,7,0.571,0,7,3,2,0,1,1,21,13.8,20,1,9,40.7166667,27.88493151
815,816,11,21,0.524,2,4,0.5,4,8,0.5,2,8,8,1,1,1,3,28,25,5,1,7,42.5333333,27.89589041
816,817,10,16,0.625,2,5,0.4,8,9,0.889,1,5,5,0,1,7,3,30,20.6,7,1,2,39.9666667,27.90410959
817,818,9,16,0.563,2,5,0.4,3,6,0.5,3,6,7,4,0,4,2,23,22.2,-1,1,5,39.1,27.91780822
818,819,8,15,0.533,1,2,0.5,4,6,0.667,1,8,6,1,0,2,3,21,18,14,1,13,36.95,27.92328767
819,820,12,24,0.5,1,4,0.25,1,3,0.333,2,11,11,3,2,3,1,26,26.6,-3,0,-4,42.8833333,27.93150685
820,821,11,20,0.55,3,5,0.6,6,9,0.667,2,8,9,3,0,2,0,31,31.3,-17,0,-20,38.5833333,27.9369863
821,822,11,16,0.688,0,0,,2,3,0.667,1,4,7,2,0,4,2,24,20.8,10,1,16,35.9166667,27.94246575
822,823,10,16,0.625,1,2,0.5,6,7,0.857,1,6,6,2,0,3,0,27,25.1,12,1,9,40.35,27.94794521
823,824,12,23,0.522,2,4,0.5,5,5,1,1,2,5,1,0,4,0,31,21.5,-3,0,-2,42.35,27.95342466
824,825,8,15,0.533,0,3,0,7,11,0.636,0,10,5,1,0,2,0,23,19.6,36,1,30,30.55,27.96164384
825,826,8,18,0.444,2,5,0.4,4,5,0.8,0,6,11,1,4,0,0,22,25.5,12,1,11,41.9833333,27.96986301
826,827,9,13,0.692,3,5,0.6,3,4,0.75,0,9,5,1,1,5,0,24,21,25,1,15,30.9166667,27.97534247
827,828,11,20,0.55,1,1,1,7,10,0.7,1,8,7,0,0,4,0,30,23.2,14,1,16,37.5,27.98082192
828,829,12,20,0.6,0,3,0,5,5,1,3,5,9,2,1,3,3,29,28.2,13,1,6,41.8666667,27.9890411
829,830,9,19,0.474,2,4,0.5,7,8,0.875,2,10,8,4,2,3,1,27,28.9,12,1,13,38.5833333,27.99178082
830,831,15,22,0.682,2,4,0.5,3,4,0.75,1,5,5,6,1,3,1,35,34.2,-2,0,-10,44.3166667,27.99726027
831,832,11,20,0.55,1,2,0.5,3,5,0.6,1,5,7,2,1,6,2,26,18.6,-8,0,-19,36.4833333,28
832,833,10,22,0.455,1,6,0.167,15,16,0.938,1,7,11,1,0,3,2,36,31.9,4,1,2,47.8833333,28.00273973
833,834,11,20,0.55,1,3,0.333,9,11,0.818,1,11,9,3,1,4,0,32,31.6,12,1,10,42.0166667,28.00821918
834,835,8,14,0.571,1,5,0.2,13,16,0.813,0,6,2,1,0,2,2,30,23.6,-18,0,-7,41.0833333,28.01369863
835,836,9,17,0.529,2,3,0.667,4,4,1,1,1,7,0,1,1,0,24,21.3,26,1,28,34.95,28.01917808
836,837,10,20,0.5,1,1,1,1,4,0.25,3,7,4,1,2,7,2,22,12.4,-5,0,-10,42.6,28.02465753
837,838,6,16,0.375,1,5,0.2,2,5,0.4,0,10,9,2,1,4,3,15,11.8,-9,0,-2,42.65,28.03013699
838,839,7,10,0.7,0,1,0,6,7,0.857,1,4,7,5,2,1,0,20,27.6,28,1,29,29.1333333,28.03561644
839,840,13,19,0.684,2,4,0.5,4,4,1,1,3,6,3,2,3,5,32,29.1,1,0,-7,43.6833333,28.04109589
840,841,11,20,0.55,1,5,0.2,2,3,0.667,1,6,10,1,0,1,2,25,23.7,33,1,17,30.5333333,28.04657534
841,842,17,25,0.68,1,2,0.5,4,4,1,0,7,8,3,1,2,2,39,36.9,13,1,9,42.0666667,28.04931507
842,843,12,23,0.522,1,5,0.2,6,7,0.857,1,9,11,0,0,3,1,31,27,9,1,7,44.8333333,28.06575342
843,844,9,14,0.643,0,1,0,5,6,0.833,1,6,7,1,0,2,0,23,22.8,22,1,22,33.0166667,28.07123288
844,845,14,31,0.452,3,6,0.5,3,5,0.6,4,12,7,3,1,3,3,34,27.9,-2,0,-2,51.9333333,28.07671233
845,846,10,18,0.556,3,4,0.75,1,4,0.25,2,7,7,2,0,4,2,24,19.8,22,1,20,34.2833333,28.08493151
846,847,9,17,0.529,1,3,0.333,9,11,0.818,1,5,3,1,1,3,4,28,20.3,-9,0,-13,41.9666667,28.09041096
847,848,10,16,0.625,1,2,0.5,9,11,0.818,0,8,7,2,0,3,1,30,27.9,29,1,15,39.7333333,28.09589041
848,849,13,14,0.929,0,0,,5,6,0.833,0,8,8,2,0,5,1,31,30.6,8,1,5,38,28.09863014
849,850,11,18,0.611,3,6,0.5,7,10,0.7,1,5,5,0,2,4,2,32,24.9,4,1,6,36.6166667,28.10410959
850,851,9,11,0.818,4,5,0.8,8,11,0.727,1,4,6,0,2,5,3,30,26,21,1,22,30.9833333,28.10958904
851,852,12,18,0.667,1,2,0.5,7,8,0.875,1,6,4,3,0,4,4,32,26.5,7,1,10,36.25,28.11506849
852,853,11,15,0.733,1,3,0.333,7,8,0.875,0,6,9,3,2,1,0,30,35,21,1,13,38.75,28.12054795
853,854,14,24,0.583,4,8,0.5,7,9,0.778,3,9,7,2,0,4,3,39,33.5,15,1,10,40.0333333,28.1260274
854,855,8,15,0.533,1,4,0.25,7,8,0.875,0,6,11,4,0,2,1,24,27.4,16,1,13,39.5166667,28.14246575
855,856,11,15,0.733,1,4,0.25,3,3,1,1,11,7,2,0,4,2,26,26,6,1,19,34.4833333,28.14520548
856,857,7,12,0.583,1,4,0.25,1,2,0.5,1,9,11,2,0,2,1,16,20.7,14,1,24,31.5,28.15068493
